"Name","Industry","annual_sales","annual_profit","latest_quarter_sales","latest_quarter_profit","q_sales_growth_pct","total_assets","total_debt","roe","stock_price"
"GIC Housing Fin","Finance - Housing","1057.16","151.16","260.03","53.59","-7.52","10470.42","8584.4","8.57","248.55"
"Gilada Finance","Finance & Investments","6.25","1.7","1.48","0.07","74.12","35.01","11.99","8.04","10.0"
"Gillanders Arbut","Diversified - Medium / Small","363.28","-48.62","68.75","-24.65","-11.2","476.88","117.1","-19.64","102.0"
"Gillette India","Personal Care - Multinational","2607.19","387.48","680.74","99.09","9.96","1811.2","0.05","38.49","7437.6"
"Gini Silk Mills","Textiles - Processing","43.73","3.04","11.62","0.7","-5.83","64.46","8.71","6.1","137.95"
"Ginni Filaments","Textiles - Cotton/Blended","350.87","-84.49","97.82","-50.82","24.64","353.67","78.23","-0.22","31.9"
"Giriraj Civil","Construction","134.67","10.12","93.02","8.52","0","172.17","10.07","16.77","385.0"
"Gita Renewable","Power Generation And Supply","0.87","0.36","0.28","0.1","300.0","14.11","0.0","2.63","186.7"
"GKB Ophthalmics","Personal Care - Indian","88.25","-2.98","21.56","-0.89","8.02","114.5","11.49","-4.59","98.75"
"GKW","Finance & Investments","38.77","13.85","7.85","-3.88","184.42","2956.72","0.03","0.61","2787.0"
"Glance Finance","Finance & Investments","23.23","1.94","9.33","0.57","307.42","46.92","6.81","6.31","90.21"
"Gland Pharma","Pharmaceuticals - Indian - Formulations","5664.72","772.46","1537.45","192.42","95.85","10661.25","372.17","9.26","1823.15"
"Glaxosmi. Pharma","Pharmaceuticals - Multinational","3453.71","589.96","929.8","194.48","18.08","3556.62","18.67","37.32","2653.7"
"Gleam Fabmat","Trading","0.65","0.08","0.65","0.15","0","19.56","5.26","0.82","2.71"
"Glenmark Life","Pharmaceuticals - Indian - Bulk Drugs & Formln","2283.21","470.89","536.6","97.94","-13.64","2850.41","17.15","21.07","878.45"
"Glenmark Pharma.","Pharmaceuticals - Indian - Bulk Drugs & Formln","11813.1","-1433.52","3062.96","-1214.27","2.08","14358.62","1230.93","-32.3","1242.05"
"Glittek Granites","Miscellaneous","6.93","-6.14","1.61","-3.06","-72.76","26.89","20.29","-76.65","3.4"
"Global Cap.Mkt.","Finance & Investments","1.2","0.01","0.29","-0.11","114.15","51.85","0.12","0.02","1.05"
"Global Education","Miscellaneous","71.64","30.45","17.42","5.62","-20.78","93.68","0.0","40.25","170.15"
"Global Health","Healthcare","3275.11","478.06","808.63","127.35","14.37","4304.08","801.87","17.93","1255.8"
"Global Longlife","Healthcare","13.51","-2.19","1.18","-3.22","0","41.73","12.74","-3.41","33.8"
"Global Offshore","Shipping","39.21","37.67","7.74","48.79","-35.01","142.76","37.37","-20.95","64.37"
"Global Pet Indus","Engineering","39.15","2.06","23.26","1.27","0","34.56","0.0","19.87","97.05"
"Global Surfaces","Miscellaneous","225.29","19.78","108.62","10.83","174.29","521.79","144.64","6.32","216.0"
"Global Vectra","Transport - Airlines","502.73","1.21","150.5","6.03","36.03","927.78","517.25","4.85","204.0"
"Globalspace Tech","Computers - Software - Medium / Small","29.05","-3.53","4.7","-4.04","-1.88","70.46","11.42","0.71","18.1"
"Globe Commercial","Trading","162.36","3.05","49.86","1.05","54.37","58.34","1.47","27.79","19.95"
"Globe Intl. Car.","Miscellaneous","114.5","2.47","57.37","1.72","0","83.39","18.87","8.74","43.0"
"Globe Textiles","Textiles - Products","428.22","5.75","100.61","1.3","-8.57","247.25","63.6","7.27","3.34"
"Globesecure Tech","Computers - Software - Medium / Small","23.89","1.01","13.83","0.8","0","34.68","8.82","5.01","44.3"
"Globus Power","Miscellaneous","0.04","6.75","0.0","6.19","0","9.6","0.0","-27.21","35.4"
"Globus Spirits","Breweries & Distilleries","2414.68","96.04","589.94","0.08","0","1769.66","328.97","0","771.85"
"Gloster Ltd","Textiles - Jute - Yarn / Products","646.4","24.35","184.98","7.68","3.75","1469.88","193.55","2.22","834.8"
"GMM Pfaudler","Engineering","3446.48","174.1","740.73","28.71","-14.46","3156.91","906.03","19.65","1354.0"
"GMR Airports Inf","Engineering - Turnkey Services","8754.56","-827.5","2446.78","-167.58","29.48","48683.06","35904.99","0","96.95"
"GMR Urban","Engineering - Turnkey Services","4488.98","-127.47","1634.48","170.39","14.83","19468.7","13875.61","0","85.06"
"GNA Axles","Auto Ancillaries","1506.26","100.02","371.02","16.75","-3.32","1218.52","189.17","13.19","396.75"
"Go Digit General","Finance & Investments","8147.32","181.68","2256.16","52.66","40.87","17682.1","350.0","6.2","350.95"
"Go Fashion (I)","Textiles - Products","762.83","82.78","181.74","13.05","15.32","1139.47","469.1","14.72","1038.65"
"Goa Carbon","Petrochemicals","1057.3","85.5","178.46","9.36","-43.53","613.28","333.69","39.44","803.9"
"Goblin India","Trading","44.43","2.48","22.41","1.25","0","72.17","21.69","7.92","42.49"
"GOCL Corpn.","Chemicals","713.58","48.25","186.0","4.94","-23.07","2900.29","1187.67","3.26","470.45"
"Godavari Drugs","Pharmaceuticals - Indian - Bulk Drugs","156.71","5.55","38.64","2.66","3.4","134.75","55.63","15.53","103.8"
"Godawari Power","Steel - Large","5455.35","935.59","1529.81","218.85","16.19","5545.24","51.63","22.27","1083.45"
"Godfrey Phillips","Cigarettes","4419.59","883.97","965.78","215.12","21.31","5843.26","345.39","22.7","4262.45"
"Godha Cabcon","Cables - Power","16.76","0.51","16.69","1.22","356.01","70.66","1.91","1.11","0.93"
"Godrej Agrovet","Food - Processing - Indian","9560.55","359.45","2134.28","65.48","1.88","5703.27","1415.88","14.81","685.0"
"Godrej Consumer","Personal Care - Indian","14096.11","-560.55","3385.61","-1893.21","5.8","18495.89","3222.2","14.52","1385.25"
"Godrej Industrie","Chemicals","16600.62","595.16","4567.27","-25.34","-5.87","61548.2","28995.9","0.75","868.1"
"Godrej Propert.","Construction","3035.62","747.06","1426.09","478.01","-13.37","35734.86","10679.29","7.53","3193.75"
"Goel Food","Food - Processing - Indian","23.65","5.0","13.88","3.4","0","58.43","29.62","25.38","178.15"
"Goenka Business","Finance & Investments","85.96","2.19","18.29","1.0","-39.84","191.84","0.0","7.23","7.74"
"Goenka Diamond","Diamond Cutting / Jewellery","0.64","-2.85","0.27","-0.74","22.73","793.8","181.2","-1.2","0.97"
"Gogia Capital","Finance & Investments","-20.2","-22.46","1.77","1.93","-11.06","29.61","0.93","-61.84","77.0"
"Gokak Textiles","Textiles - Cotton/Blended","131.06","-19.44","24.27","-5.85","-20.01","316.57","267.95","0","156.3"
"Gokaldas Exports","Textiles - Products","2378.88","130.97","812.42","44.28","55.34","2741.12","804.86","12.03","962.65"
"Gokul Agro","Solvent Extraction","13853.93","135.75","3937.6","44.23","49.21","3206.83","603.55","18.89","168.5"
"Gokul Refoils","Solvent Extraction","3019.87","1.81","697.41","1.96","-19.21","739.4","330.96","5.23","39.4"
"Goldcoin Health","Trading","0.04","-0.32","0.01","-0.12","0.0","1.83","0.33","-12.83","7.74"
"Golden Carpets","Textiles - Products","0.86","-0.05","0.27","0.07","80.0","5.27","4.66","0","13.0"
"Golden Crest","Miscellaneous","0.21","0.07","0.09","0.07","-10.0","10.68","0.0","0.66","79.4"
"Golden Tobacco","Construction","32.66","6.92","3.8","-1.55","-18.28","148.7","2.33","0","42.22"
"Goldiam Intl.","Diamond Cutting / Jewellery","602.87","90.9","147.86","17.77","9.57","734.33","4.7","14.95","161.6"
"Goldkart Jewels","Trading","68.21","0.97","36.56","0.83","0","50.63","14.45","4.24","99.1"
"Goldline Intl.","Finance & Investments","1.62","0.11","0.23","0.02","27.78","63.82","0.32","0.13","0.71"
"Goldstar Power","Auto Ancillaries","50.17","4.05","21.71","1.97","0","53.84","18.22","16.77","14.5"
"Golkunda Diamond","Diamond Cutting / Jewellery","230.47","9.62","80.67","4.36","43.75","115.55","39.22","19.33","176.0"
"Goodluck India","Steel - Medium / Small","3524.77","132.27","902.49","37.21","18.04","2032.4","612.04","15.08","920.1"
"Goodricke Group","Tea","823.98","-69.3","130.25","-75.83","29.89","648.15","125.5","-25.1","195.95"
"Goodyear India","Tyres","2551.71","94.85","550.53","-4.21","-15.64","1179.39","6.89","15.98","1193.7"
"Gopal Iron Stl.","Trading","4.19","0.06","0.29","0.0","-58.57","2.65","0.52","6.78","8.15"
"Gopal Snacks","Food - Processing - Indian","1402.49","99.57","358.73","26.11","8.04","538.54","67.48","29.23","329.2"
"Gorani Industrie","Domestic Appliances","42.32","1.36","11.6","0.58","46.1","28.02","10.21","11.45","109.0"
"Gothi Plascon","Construction","4.38","1.53","1.05","-0.23","0.0","14.9","0.15","12.93","35.0"
"Gourmet Gateway","Hotels","146.04","5.62","37.22","1.22","2.08","177.5","78.11","12.35","48.5"
"Gowra Leasing","Finance & Investments","2.77","2.21","0.6","0.31","27.66","18.0","0.5","13.6","42.0"
"Goyal Aluminiums","Trading","68.46","2.32","24.98","0.5","164.06","23.55","1.57","12.45","9.75"
"Goyal Associates","Finance & Investments","3.75","0.61","0.92","0.24","-26.98","6.03","1.17","20.82","1.9"
"Goyal Salt","Food - Processing - Indian","117.75","9.45","70.95","7.04","0","50.63","5.53","58.41","173.0"
"GP Eco","Electric Equipment","101.19","3.7","0","0","0","47.15","13.17","57.81","355.1"
"GP Petroleums","Chemicals","655.16","27.71","160.84","7.09","-11.58","363.45","17.55","9.56","67.35"
"GPT Healthcare","Healthcare","400.19","47.77","99.43","12.82","3.49","345.52","30.54","24.89","150.8"
"GPT Infraproject","Construction","1018.28","55.63","295.0","14.86","10.03","727.77","190.62","19.19","282.9"
"Grand Foundry","Steel - Medium / Small","0.0","-0.57","0.02","-0.13","-80.0","0.03","4.89","0","8.6"
"Grandma Trading","Trading","0.13","-0.02","0.13","0.07","0","1.6","0.02","-1.3","2.98"
"Granules India","Pharmaceuticals - Indian - Bulk Drugs & Formln","4506.37","405.31","1175.78","129.65","-1.65","5520.98","1315.07","13.38","491.7"
"Graphisads","Miscellaneous","112.87","3.66","66.77","2.31","0","158.46","18.21","8.54","43.6"
"Graphite India","Electrodes - Graphites","2950.0","805.0","720.0","16.0","-11.66","6796.0","177.0","15.22","566.35"
"Grasim Inds","Textiles - Manmade","130978.48","9925.65","37727.13","2721.81","12.75","412539.08","137155.05","7.0","2717.7"
"Gratex Industrie","Paper","3.99","0.09","0.94","0.03","-7.84","4.22","0.08","2.6","22.5"
"Grauer & Weil","Chemicals","1068.9","146.28","333.12","29.17","1.82","1125.3","26.86","19.71","90.61"
"Graviss Hospital","Hotels","54.14","3.01","16.82","1.01","-7.58","215.2","2.93","1.66","39.0"
"Gravita India","Mining / Minerals / Metals","3160.75","242.28","863.41","69.42","15.29","1602.35","547.59","33.54","1472.5"
"Gravity (India)","Textiles - Processing","2.25","-6.16","0.21","-3.73","-94.68","7.57","2.68","-86.15","4.62"
"Greaves Cotton","Engines","2633.19","-367.27","672.53","-13.35","-18.67","2464.39","80.75","-3.23","135.0"
"Greenchef Appli.","Domestic Appliances","330.65","4.83","180.36","0.94","0","289.77","120.97","7.95","71.0"
"Greencrest Finan","Finance & Investments","39.27","1.06","8.28","-6.8","-23.83","92.08","32.34","2.31","0.98"
"Greenhitech","Miscellaneous","8.32","1.18","6.28","1.27","0","32.41","4.54","0","110.0"
"Greenlam Industr","Miscellaneous","2306.35","138.0","624.09","40.79","16.91","2735.77","1109.3","13.49","612.05"
"Greenpanel Inds.","Miscellaneous","1567.25","142.68","396.6","29.81","-10.15","1890.74","296.08","11.38","326.7"
"Greenply Industr","Miscellaneous","2179.92","69.95","599.79","28.36","40.4","1663.93","549.11","10.0","326.1"
"Gretex Corporate","Finance & Investments","138.37","39.67","83.24","18.13","1077.37","168.01","4.42","44.12","528.0"
"Gretex Industrie","Trading","31.13","9.98","15.42","9.58","0","29.6","1.06","215.2","127.35"
"Grill Splendour","Hotels","13.47","-0.24","6.76","-0.93","0","22.19","15.49","-11.94","70.0"
"Grindwell Norton","Abrasives And Grinding Wheels","2686.77","383.96","691.08","92.68","3.95","2765.61","82.59","19.01","2805.0"
"GRM Overseas","Food - Processing - Indian","1312.44","60.72","405.93","21.17","-6.39","770.27","393.11","20.08","178.25"
"Groarc Industrie","Finance & Investments","40.67","0.27","1.17","-0.49","-95.34","39.24","0.0","0.69","9.8"
"Grob Tea Co","Tea","99.96","-0.01","15.41","-13.97","19.64","102.83","9.35","-0.01","933.1"
"Grovy India","Construction","19.55","1.0","3.51","0.04","-66.86","30.4","9.96","5.49","163.0"
"Growington Vent","Trading","34.3","1.14","11.11","-0.61","-1.68","29.94","0.0","6.36","5.24"
"GRP","Miscellaneous","461.38","22.64","137.94","11.67","44.38","342.45","113.19","15.56","14950.0"
"GSB Finance","Finance & Investments","3.67","1.26","0.86","-0.44","177.42","14.16","0.0","9.79","21.9"
"GSL Securities","Finance & Investments","0.84","0.47","0.61","0.45","662.5","5.71","0.0","8.45","21.25"
"GSM Foils","Aluminium and Aluminium Products","27.18","1.25","0","0","0","22.08","14.13","0","47.85"
"GSS Infotech","Computers - Software - Medium / Small","170.82","7.45","40.64","6.86","65.95","536.13","1.37","2.72","92.0"
"GTL","Telecommunications - Service Provider","201.92","210.8","65.69","136.2","39.8","205.45","5765.43","0","13.88"
"GTL Infra.","Telecommunications - Equipment","1372.01","-681.36","331.09","-214.72","-12.38","4206.04","3900.58","0","3.43"
"GTN Industries","Textiles - Cotton/Blended","185.38","-6.34","40.32","-1.47","-7.97","146.39","40.59","-6.89","33.62"
"GTN Textiles","Textiles - Cotton/Blended","0.0","-12.04","0.0","-1.95","0","93.94","45.07","0.0","13.39"
"GTPL Hathway","Entertainment / Electronic Media Software","3212.5","111.79","807.98","16.05","16.69","3054.48","288.35","9.46","178.1"
"GTV Engineering","Castings & Forgings","120.62","5.41","32.07","2.33","15.53","75.82","17.54","16.07","562.0"
"Gufic BioScience","Pharmaceuticals - Indian - Bulk Drugs & Formln","806.67","86.14","194.99","20.05","12.68","1092.54","332.92","19.57","351.75"
"Guj Apollo Inds","Engineering","57.07","11.06","13.0","-1.81","-28.88","518.95","21.67","2.3","243.01"
"Guj Inds. Power","Power Generation And Supply","1348.64","198.51","372.69","66.18","-12.13","5218.31","614.43","6.15","241.9"
"Guj Pipavav Port","Miscellaneous","988.43","342.0","251.28","65.84","7.05","2936.5","79.21","16.43","211.55"
"Guj. Ambuja Exp","Solvent Extraction","4926.93","345.92","1346.44","91.4","-5.74","3303.05","197.02","13.27","135.45"
"Guj. Containers","Packaging","141.48","9.02","36.15","2.0","13.64","76.36","24.92","22.98","170.0"
"Guj. Craft Inds","Packaging","175.56","3.03","53.62","0.76","21.95","139.01","49.87","5.15","109.3"
"Guj. Credit Corp","Construction","0.0","-0.11","0.0","-0.04","0","32.71","18.71","-0.79","21.57"
"Guj. Inject(Ker)","Pharmaceuticals - Indian - Formulations","5.79","0.08","5.42","0.04","0","8.69","0.0","2.08","17.55"
"Guj. Lease Fin.","Finance & Investments","0.0","0.09","0.0","0.04","0","6.28","10.0","0","7.18"
"Guj. Petrosynth.","Plastics Products","13.85","1.66","3.19","0.14","-30.95","50.71","0.12","3.49","63.39"
"Guj. Raffia Inds","Textiles - Products","30.91","0.52","7.11","0.13","-34.35","26.04","3.52","2.55","44.48"
"Guj. State Fin.","Finance - Term-Lending Institutions","17.65","-119.21","0.62","-29.57","1140.0","206.24","661.68","0","24.85"
"Guj. Terce Labs.","Pharmaceuticals - Indian - Formulations","47.97","0.24","12.21","0.54","-5.28","23.27","3.87","3.44","48.8"
"Guj. Themis Bio.","Pharmaceuticals - Indian - Bulk Drugs","169.82","59.16","42.01","15.89","52.27","221.11","2.77","33.76","473.7"
"Guj. Toolroom","Engineering","555.37","70.84","324.1","53.88","19662.2","491.43","0.2","164.84","14.5"
"Guj.Nat.Resour.","Oil Drilling / Allied Services","27.4","-3.88","7.84","-2.77","133.33","159.5","40.74","-3.55","14.1"
"Guj.St.Petronet","Miscellaneous","17294.84","2183.74","4532.2","663.11","6.14","19055.84","139.61","16.06","300.15"
"Gujarat Alkalies","Chlor Alkali / Soda Ash","3806.63","-236.84","1001.62","-46.19","-11.99","8023.39","544.14","-3.88","780.0"
"Gujarat Cotex","Trading","16.91","0.19","3.67","0.01","22.33","13.64","1.0","2.9","5.99"
"Gujarat Fluoroch","Chemicals","4280.82","434.95","1133.03","100.97","-23.0","9234.07","2095.95","7.59","3237.15"
"Gujarat Gas","Miscellaneous","15690.19","1142.77","4134.18","409.54","5.23","11658.35","150.26","15.0","633.6"
"Gujarat Hotels","Hotels","3.44","4.72","1.08","1.34","-0.92","46.78","0.0","11.2","210.0"
"Gujarat Hy-Spin","Textiles - Cotton/Blended","91.76","0.17","43.42","1.36","0","35.63","9.74","0.9","13.75"
"Gujarat Intrux","Castings & Forgings","57.2","7.41","14.88","1.87","16.25","70.63","0.0","12.34","384.9"
"Gujarat Poly","Trading","16.92","2.16","4.31","0.72","5.64","21.57","10.23","26.34","100.2"
"Gujchem Distill","Trading","1.57","0.39","1.57","0.3","0","39.22","22.01","2.36","226.75"
"Gulf Oil Lubric.","Chemicals","3284.1","308.1","852.82","85.43","7.67","2304.5","357.79","24.91","1279.0"
"Gulshan Polyols","Miscellaneous","1377.98","17.64","405.59","6.37","34.51","1156.51","349.83","3.05","203.8"
"GVK Power Infra.","Engineering - Turnkey Services","1080.14","211.21","68.7","-142.94","-63.11","7809.22","4599.14","0","11.22"
"GVP Infotech","Computers - Software - Medium / Small","33.25","2.84","6.62","3.11","-32.79","176.36","0.03","1.69","13.66"
"Gyan Developers","Construction","0.56","0.14","0.0","-0.01","0","3.9","0.0","3.77","15.35"
"H D I L","Construction","2.05","-10.32","0.82","-4.72","127.78","3965.78","2483.64","0","4.34"
"H P C L","Refineries","433856.51","16014.61","114677.63","2709.31","6.13","182784.68","66683.82","40.45","334.0"
"H P Cotton Tex","Textiles - Cotton/Blended","93.56","0.92","19.07","-2.26","-4.51","88.44","39.25","6.87","128.15"
"H T Media","Entertainment / Electronic Media Software","1694.72","-91.38","464.41","-0.31","5.21","4108.02","889.6","-1.46","27.0"
"H U D C O","Finance - Housing","7784.29","2116.69","2065.22","700.16","11.49","93422.34","73995.9","13.21","285.2"
"H. S. India","Hotels","25.59","1.33","6.7","0.39","9.3","51.85","19.18","4.47","17.5"
"H.G. Infra Engg.","Construction","5378.48","538.59","1708.26","190.03","11.26","5434.38","1513.16","24.02","1745.75"
"Halder Venture","Trading","643.66","11.67","133.76","-1.94","176.31","443.7","237.84","20.91","723.45"
"Haldyn Glass","Glass & Glass Products","298.77","24.57","84.21","6.76","14.09","449.59","122.95","13.04","139.6"
"Hampton Sky","Finance & Investments","238.7","28.85","83.54","20.23","490.39","302.18","58.72","10.46","32.48"
"Hanman Fit","Miscellaneous","0.2","0.67","0.2","0.85","0","3.4","0.7","4.37","3.69"
"Happiest Minds","Computers - Software - Medium / Small","1624.66","248.39","417.29","71.98","10.4","2234.76","512.19","20.56","830.85"
"Happy Forgings","Castings & Forgings","1358.24","242.99","343.34","65.79","13.51","1885.95","143.01","18.69","1242.9"
"Hardcast.& Waud","Miscellaneous","5.41","2.58","1.29","0.55","16.22","45.92","0.0","5.98","1174.1"
"Hardwyn India","Trading","135.5","9.75","36.94","3.3","23.63","442.88","9.05","2.58","31.03"
"Haria Apparels","Textiles - Products","0.0","0.89","0.0","0.1","0","15.1","1.32","18.37","5.23"
"Haria Exports","Textiles - Products","0.0","0.09","0.0","0.04","0","14.04","0.0","0.64","5.6"
"Hariom Pipe","Steel - Medium / Small","1153.19","56.8","330.92","16.77","31.58","880.24","372.1","13.54","587.65"
"Harish Textile","Textiles - Products","131.04","-0.28","35.82","-0.86","19.2","77.61","36.12","-2.98","53.0"
"Hariyana Ship","Miscellaneous","148.63","3.23","0.72","0.04","-95.33","163.23","14.91","2.25","119.4"
"Harmony Capital","Finance & Investments","0.0","-0.07","0.0","0.0","0","1.9","0.05","-5.09","40.58"
"Harri. Malayalam","Miscellaneous","488.12","-7.3","140.98","-9.56","19.56","462.8","97.56","0.19","213.95"
"Harsha Engg Intl","Auto Ancillaries","1080.94","126.91","297.53","37.59","20.1","1528.7","102.33","10.71","557.15"
"Harshdeep","Miscellaneous","48.25","6.55","25.27","3.6","0","44.95","0.0","13100.0","62.0"
